address,year,day,length,weight,count,looped,neighbors,income,label
13cKLKsAk58iCCAVC2pEMDdb5bMd2bQYRC,2016,148,144,0.119678076,2819,0,2,1.20E+08,montrealCryptXXX
13cKLKsAk58iCCAVC2pEMDdb5bMd2bQYRC,2016,155,72,6.10E-05,1,0,2,1.20E+08,montrealCryptXXX
13cLnsw4XSYmiBqcStL9edGhFkWdCxB93Y,2016,296,32,0.25,1,0,2,1.00E+08,princetonCerber
13cM2cBpoyeHJ6WmaBQSgcNjrryVXroLJU,2014,171,16,0.0625,1,0,1,49900000,paduaCryptoWall
13cM2cBpoyeHJ6WmaBQSgcNjrryVXroLJU,2014,161,18,0.015625,1,0,2,97122616,paduaCryptoWall
13cM2cBpoyeHJ6WmaBQSgcNjrryVXroLJU,2014,135,0,1,1,0,1,52026583,paduaCryptoWall
13cM2cBpoyeHJ6WmaBQSgcNjrryVXroLJU,2014,170,4,0.5,1,0,1,149900000,paduaCryptoWall
13cM2cBpoyeHJ6WmaBQSgcNjrryVXroLJU,2014,106,144,0.500014832,2391,1,2,490116110,paduaCryptoWall
13cM2cBpoyeHJ6WmaBQSgcNjrryVXroLJU,2014,146,144,0.182478143,1267,2,1,623160000,paduaCryptoWall
13CmKaQnDNnid22wkizGRpUmu7dN2iHsGE,2013,346,8,0.041666667,1,0,1,50100000,montrealCryptoLocker
13cN8Zn6o6fqKgh1my4wDP8Bf9TH4qiGy9,2014,84,0,0.5,1,0,2,32200000,paduaCryptoWall
13cQNcPjdSwLkT9ZGLhDW35ZtgYjQmtPaz,2016,207,144,0.02806855,3348,0,2,73780000,princetonCerber
13CQxvAkChKSmeN5hhyhkzuTBWenvZfmE5,2017,6,144,0.07964125,8352,0,2,5.60E+07,princetonCerber
13CrFMACsu3UR7uUFWegAUcWFdFDbJe6M9,2016,265,30,0.004050926,7,0,1,3.00E+08,princetonLocky
13CRsD6k2cBu41i37kYuyREfGofG5V5xdS,2016,267,144,0.104507771,3063,3063,1,300990000,princetonLocky
13cSnyw99huy1emKAsL95XLpqKCYZVKTrM,2016,134,144,0.015625,2,0,4,2.40E+08,montrealCryptXXX
13cSnyw99huy1emKAsL95XLpqKCYZVKTrM,2016,133,0,0.5,1,0,2,120990000,montrealCryptXXX
13csuUmMyxt2Q6TMNvvjrUDq3wMy8VuTQn,2016,315,8,0.5,1,0,2,84380000,princetonCerber
13CSwccfjRS49ZxGHmXDwKntfTEeRBNZnd,2016,76,14,0.000416667,1,0,1,3.00E+08,princetonLocky
13CT9aaRpDV99fByhETevkM71SbtrDfZr9,2016,292,40,0.0625,1,0,2,1.00E+08,princetonCerber
13CuEmZdp8nWbm8KGmYhj3boRcVs8azi4b,2014,80,144,0.000976563,1512,0,1,6.50E+07,paduaCryptoWall
13CvdTdfUiyUGzz2WAGswGCprGYangBBn9,2016,313,6,0.25,1,0,2,45740000,princetonCerber
13cYB8qc8BoJFr9fQ8833HdHV4CvvkPMge,2016,230,2,0.5,1,0,2,1.20E+08,montrealCryptXXX
13cYB8qc8BoJFr9fQ8833HdHV4CvvkPMge,2016,195,0,0.5,1,0,2,1.20E+08,montrealCryptXXX
13cYB8qc8BoJFr9fQ8833HdHV4CvvkPMge,2016,254,4,0.045138889,9,0,1,1.20E+08,montrealCryptXXX
13CyijV1kA7yuXaGF1tMBXN1MqnHFPUUFp,2016,201,56,1.187877655,3,3,2,4.00E+08,princetonLocky
13cZhUyyt4w76cAXiufpUyqD44kBMiq4zA,2016,333,0,0.5,1,0,2,1.00E+08,princetonCerber
13cZxHpV7qn2BU5jdHKqBai5mR8c4dVWuy,2016,88,8,0.0078125,1,0,2,5.00E+07,princetonLocky
13D2NnY4h9Bhibrn72n5d2uv5mMssgmb4D,2016,151,28,0.0078125,1,0,2,1.25E+08,princetonCerber
13d3wEoqVFWgHwHyoZhd1gFbL3AoHa252T,2014,87,0,1,1,0,1,52733524,paduaCryptoWall
13d3wEoqVFWgHwHyoZhd1gFbL3AoHa252T,2014,68,0,2,2,0,2,96892234,paduaCryptoWall
13d3wEoqVFWgHwHyoZhd1gFbL3AoHa252T,2014,99,0,2,2,0,2,131399252,paduaCryptoWall
13d3wEoqVFWgHwHyoZhd1gFbL3AoHa252T,2014,79,0,2,2,0,2,125279190,paduaCryptoWall
13d3wEoqVFWgHwHyoZhd1gFbL3AoHa252T,2014,74,0,1,1,0,2,88871960,paduaCryptoWall
13d3wEoqVFWgHwHyoZhd1gFbL3AoHa252T,2014,112,0,2,2,0,2,103028742,paduaCryptoWall
13d3wEoqVFWgHwHyoZhd1gFbL3AoHa252T,2014,105,0,2,2,0,2,109334603,paduaCryptoWall
13d3wEoqVFWgHwHyoZhd1gFbL3AoHa252T,2014,113,0,1,1,0,1,88609005,paduaCryptoWall
13d3wEoqVFWgHwHyoZhd1gFbL3AoHa252T,2014,75,0,2,2,0,2,114276106,paduaCryptoWall
13d3wEoqVFWgHwHyoZhd1gFbL3AoHa252T,2014,85,0,3,3,0,6,121611792,paduaCryptoWall
13d3wEoqVFWgHwHyoZhd1gFbL3AoHa252T,2014,122,0,2,2,0,2,163144710,paduaCryptoWall
13d3wEoqVFWgHwHyoZhd1gFbL3AoHa252T,2014,108,0,1,1,0,1,87278170,paduaCryptoWall
13d3wEoqVFWgHwHyoZhd1gFbL3AoHa252T,2014,76,0,1,1,0,1,39581657,paduaCryptoWall
13d3wEoqVFWgHwHyoZhd1gFbL3AoHa252T,2014,97,0,1,1,0,1,92553634,paduaCryptoWall
13d3wEoqVFWgHwHyoZhd1gFbL3AoHa252T,2014,94,56,1.00000006,4,0,3,207306792,paduaCryptoWall
13d3wEoqVFWgHwHyoZhd1gFbL3AoHa252T,2014,66,0,2,2,0,2,103146529,paduaCryptoWall
13d3wEoqVFWgHwHyoZhd1gFbL3AoHa252T,2014,104,0,1,1,0,2,59301328,paduaCryptoWall
13d3wEoqVFWgHwHyoZhd1gFbL3AoHa252T,2014,102,0,1,1,0,2,37237916,paduaCryptoWall
13d3wEoqVFWgHwHyoZhd1gFbL3AoHa252T,2014,89,0,2,2,0,2,92517065,paduaCryptoWall
13d3wEoqVFWgHwHyoZhd1gFbL3AoHa252T,2014,116,0,3,3,0,3,131205373,paduaCryptoWall
13d3wEoqVFWgHwHyoZhd1gFbL3AoHa252T,2014,81,0,2,2,0,3,66084939,paduaCryptoWall
13d3wEoqVFWgHwHyoZhd1gFbL3AoHa252T,2014,92,0,2,2,0,3,83604412,paduaCryptoWall
13d3wEoqVFWgHwHyoZhd1gFbL3AoHa252T,2014,115,4,1.5,2,0,4,181259088,paduaCryptoWall
13d3wEoqVFWgHwHyoZhd1gFbL3AoHa252T,2014,98,0,1,1,0,2,58356767,paduaCryptoWall
13d3wEoqVFWgHwHyoZhd1gFbL3AoHa252T,2014,100,0,1,1,0,2,43386088,paduaCryptoWall
13d3wEoqVFWgHwHyoZhd1gFbL3AoHa252T,2014,117,2,2,2,0,2,105211427,paduaCryptoWall
13d3wEoqVFWgHwHyoZhd1gFbL3AoHa252T,2014,83,0,1,1,0,2,50162710,paduaCryptoWall
13d3wEoqVFWgHwHyoZhd1gFbL3AoHa252T,2014,90,0,2,2,0,3,116474983,paduaCryptoWall
13d3wEoqVFWgHwHyoZhd1gFbL3AoHa252T,2014,72,0,1,1,0,2,96919052,paduaCryptoWall
13d3wEoqVFWgHwHyoZhd1gFbL3AoHa252T,2014,119,0,1,1,0,1,69296293,paduaCryptoWall
13d3wEoqVFWgHwHyoZhd1gFbL3AoHa252T,2014,101,0,2,2,0,3,85973495,paduaCryptoWall
13d3wEoqVFWgHwHyoZhd1gFbL3AoHa252T,2014,111,0,1,1,0,1,99987645,paduaCryptoWall
13d3wEoqVFWgHwHyoZhd1gFbL3AoHa252T,2014,96,0,1,1,0,1,125125730,paduaCryptoWall
13d3wEoqVFWgHwHyoZhd1gFbL3AoHa252T,2014,80,0,1,1,0,1,54979680,paduaCryptoWall
13d8k2S8xEZ4UHGf5Yar9MJiUKfvvuJHNk,2016,356,4,0.004950495,1,0,2,79230000,princetonCerber
13d8njds2tKXU7UTP4UvPvJ2xysei3PnYY,2016,84,8,0.166666667,3,0,2,4.10E+08,princetonLocky
13dAkszwyPHQY1ViNY5kaFzZMUXytgT4eg,2016,238,144,0.142877075,4844,0,1,2.00E+08,princetonLocky
13dayjUQuyW55eHrvq2U4dpNnhGCMooKuT,2016,175,4,0.5,1,0,2,1.20E+08,montrealCryptXXX
13dBpw6bitpTmMe8hoRsgqapDJH6pMfsbS,2016,317,32,0.0625,1,0,2,85320000,princetonCerber
13DBz3ewtMoshjz5ZzC8wLqbR51EJA6M5v,2016,90,144,0.001057937,4403,0,1,1.00E+08,princetonLocky
13DCPZjSBwHn5vnEDZTAxcuBrPieB9Y4eA,2017,4,6,0.25,2,0,2,7.00E+07,princetonCerber
13dd4iH1vjGKSwrsaS64kDpbTXmK8MMtZ7,2016,204,4,0.05,1,0,1,4.00E+08,princetonLocky
13DeUeXzQ9T1awqsorxnTza2mzMFxUAGVt,2016,97,144,0.002711284,2095,0,1,3.00E+08,princetonLocky
13DfQ7Q26aK5pzb5kuVAirFZqschxANWUN,2016,139,0,0.5,1,0,2,1.20E+08,montrealCryptXXX
13DfQ7Q26aK5pzb5kuVAirFZqschxANWUN,2016,134,0,0.5,1,0,2,1.20E+08,montrealCryptXXX
13DfQ7Q26aK5pzb5kuVAirFZqschxANWUN,2016,176,50,3.81E-06,1,0,2,1.20E+08,montrealCryptXXX
13DfQ7Q26aK5pzb5kuVAirFZqschxANWUN,2016,146,56,0.0625,1,0,2,1.20E+08,montrealCryptXXX
13DfQ7Q26aK5pzb5kuVAirFZqschxANWUN,2016,141,26,0.001953125,1,0,2,1.20E+08,montrealCryptXXX
13DhzudLvhtARUidyfAowUZSVG9dZdxtu7,2016,170,24,0.140625,3,3,4,198799964,princetonCerber
13Di6Q4bH5GS3Y5LknFujQZ9EF3n5oCiaG,2016,120,56,1.53E-05,1,0,2,177850000,princetonCerber
13djraDxWvkLBAvJ1Szfd1J3hSdkHYBeet,2016,75,0,0.5,1,0,2,5.00E+07,princetonLocky
13DKpot2reWM2Zni9iwfHZPPaDTaMwGszD,2016,294,4,0.166666667,1,0,2,1.00E+08,princetonCerber
13dkX4vmjcv7C8WjkcnJVjHApQU6D5s5Ho,2016,275,10,0.0859375,4,0,2,8.00E+07,princetonCerber
13DmD9KZHQ8NRDRNudMH74dVhdC3XCb9sa,2014,78,54,0.000496032,1,1,3,943204000,paduaCryptoWall
13DmD9KZHQ8NRDRNudMH74dVhdC3XCb9sa,2014,77,12,0.001157407,1,0,2,361910000,paduaCryptoWall
13DMmtRP1fxZeg6KLKKrSH4WxBYPUn2JNi,2017,51,6,0.005208333,1,0,2,7.50E+07,princetonCerber
13dMRZvf9HQ1UZJs9Lw5shFjz7kxbRaEWr,2016,293,142,0.000488281,1,0,2,1.00E+08,princetonCerber
13dnJfEE86F21HXmcedtut6e79nXJgGaBe,2016,361,38,0.000488281,1,0,2,5.60E+07,princetonCerber
13dognmpD52EoJX9wccebFpyN9jEFaqzK1,2017,172,104,7.28E-12,1,0,2,4.00E+07,princetonCerber
13dpT6gUN8s1kWd7YABze8jwbqrcMcNhoF,2016,68,0,1,1,0,2,4.00E+08,princetonLocky
13drFeSFZF7RDNA7A1wpSRW5Zr7DJxDJNe,2016,359,0,1,1,0,2,2.00E+08,princetonCerber
13DRT74StoyVQTJTcmtrK56Aerv1kYGzBT,2014,77,144,1.277907297,999,3,2,237563321,paduaCryptoWall
13Dsi8jJeaYjX72DTTN9qxanEar7XbwY8Z,2017,201,0,0.5,1,0,2,4.00E+07,princetonCerber
13DSSebLBfyzqR1MadWBKgsp2YDYt9M1gJ,2016,194,6,1,2,0,2,2.00E+08,princetonCerber
13dt7iqUBxKgoXqQRRFJEQJ6JXepejtxoC,2014,191,144,0.484251523,995,18,1,43123380,paduaCryptoWall
13dt7iqUBxKgoXqQRRFJEQJ6JXepejtxoC,2014,194,0,1,1,0,1,45187814,paduaCryptoWall
13dxNs47KMWx1nQ74tcakXprpdoWnsRodk,2016,155,102,3.81E-06,1,0,2,1.20E+08,montrealCryptXXX
13dxNs47KMWx1nQ74tcakXprpdoWnsRodk,2016,156,16,0.03125,1,0,2,1.20E+08,montrealCryptXXX
13dxNs47KMWx1nQ74tcakXprpdoWnsRodk,2016,159,2,0.25,1,0,2,1.20E+08,montrealCryptXXX
13dxNs47KMWx1nQ74tcakXprpdoWnsRodk,2016,161,100,0.000244141,1,0,2,1.20E+08,montrealCryptXXX
13dZ65j7u4Wx9T59bKQrHz5dJDnM2Kphdb,2016,152,26,0.000488281,1,0,1,2.00E+08,princetonLocky
13e4DVaLi5wLLTvM7zFA7gQTYwd5du49Eh,2017,126,144,0.99700133,8836,0,2,8.00E+07,princetonCerber
13e71faUx71VoRKxsPtq4YPjLEd3VXwDMe,2014,169,6,1,1,0,1,3.60E+07,paduaCryptoWall
13e9esyNHyDtM9jPnn7GrfCMTxYeFPNGtM,2016,232,144,0.017311331,4148,1199,1,1.20E+08,montrealCryptXXX
13e9esyNHyDtM9jPnn7GrfCMTxYeFPNGtM,2016,224,144,0.052982866,4404,0,1,1.20E+08,montrealCryptXXX
13e9S5AS1e1ZZXW6V87sHSyyrm9gDcNEHN,2016,131,44,6.29E-05,2,0,2,1.50E+08,princetonLocky
13eaW7iAf676uF42Zvv9bp5KrZBbAVBd7U,2017,9,144,0.543251011,4967,0,2,1.00E+08,princetonCerber
13eBd2zzsUWjBue3qyNYXzZ4xMGoSubaDe,2017,91,144,0.016195032,3422,0,2,2.00E+08,princetonCerber
13EBNCM9nWDrgcrMapb8E2YWkGD25XH8eM,2016,154,10,0.026070487,5,0,2,2.00E+08,princetonCerber
13EBxfKxCfqB6w71bhd7twSBmEVR48qQof,2016,92,4,0.375,2,0,2,5.10E+08,princetonLocky
13echkfV54pw7fxN1gkQmg5yV8FC4xx16T,2016,55,12,0.022135417,4,0,1,4.00E+08,princetonLocky
13EcrJL6EEyLe5jvad2mY3CveBEX5r6d22,2017,195,144,0.007294371,585,0,2,4.00E+07,princetonCerber
13eczzWNEa4xPjWxnQVdVbVnUVEErQGC65,2016,293,144,2.28E-05,4139,0,2,1.00E+08,princetonCerber
13EEiJQyB56ANKbw1n8yYAGs9HwtcYA3fj,2017,46,14,0.001953125,1,0,2,7.50E+07,princetonCerber
13eeYLjh6z8XP8ZDum5NzbDYAFWtMzbxtF,2016,190,144,0.157704125,2105,0,2,4.00E+08,princetonLocky
13EFCW3TGma4ioSPSY2aKzBEuhBKSLMDFb,2016,160,144,0.580950399,3269,1754,8,198999942,princetonCerber
13eFfYeTLz3y3vYp2BDr2f2QBdjYNEPHwr,2016,295,144,1.026111663,1514,0,4,124520000,princetonCerber
13egkJBwjdqEETfKFeJyK79vMST5ZRc2W6,2016,65,4,0.003881988,5,0,2,7.00E+08,princetonLocky
13EiRBwG58yy12AX4QBjkz5s5GMpCTC9Pq,2016,247,144,0.03357001,4374,0,1,4.00E+08,princetonLocky
13EjU3x5Kb1cytY3P6yvZde6HKaWE4krR1,2016,321,2,0.166666667,1,0,2,1.00E+08,princetonCerber
13envUEGi1d2PdErDVu8Wym7jcDh1YwgqK,2013,288,6,0.015625,1,0,1,2.00E+08,montrealCryptoLocker
13Eoiag13L4eHVyRBGwK8R738HHJ5DNJ6d,2017,97,144,0.125,2540,0,2,1.00E+08,princetonCerber
13eoKmMeak1u8oNGYxUw66fNVVuUbhG82U,2016,75,4,0.25,1,0,1,5.00E+07,princetonLocky
13EQ3U233WEgkonYgFnjBJgWDdmQDcxyTf,2016,301,144,0.289218091,9510,0,2,96700000,princetonCerber
13eRTbbENzo8X6pj412Bz14aySRULRrvDX,2017,73,0,0.5,1,0,1,622607800,montrealDMALockerv3
13eSraGnhcQst6vMRuhYx6tvvM7VrQP6B4,2016,153,0,0.2,1,0,2,2.00E+08,princetonCerber
13ESzmogeqbb3pLAuAfgZzxpxsMW6bGSRU,2017,112,0,1,1,0,2,8.00E+07,princetonCerber
13EU778Dm8CENXLH8qF36XKCQ4hJifoM1r,2016,330,6,0.003472222,1,0,2,1.00E+08,princetonCerber
13EVihXFNVSXgPG6rngYmmMxwUidDk3sPB,2016,251,28,0.00012207,4,0,1,3.00E+08,princetonLocky
13EW5RJqCK8HTNefvWcaDxiUUW3DY8JX2E,2014,197,144,1.300462261,918,22,2,230834338,paduaCryptoWall
13EW5RJqCK8HTNefvWcaDxiUUW3DY8JX2E,2014,159,2,3,3,0,3,230272348,paduaCryptoWall
13Ex82QgzzcjCk2ic2NxTSqNihvkwhZkD5,2016,88,0,0.5,1,0,1,5.00E+07,princetonLocky
13EZEyGctFhTYazanCWHRb8f5UTjhkoMhY,2016,106,144,0.153391272,5559,1996,2,1.25E+08,princetonCerber
13EzhQwHbWpB82VsGjNXTRYDJ7JDnXS1mh,2016,357,144,0.483235754,7848,6972,2,58880000,princetonCerber
13f1VVEkEtBXTQdFNtszdKcdcy7McvHiG8,2016,96,0,0.5,1,0,2,5.00E+07,princetonCerber
13F25umjjoUEEm6TNMUniVG6cvMMJRdKDo,2017,90,144,0.002880483,1467,0,2,8.00E+07,princetonCerber
13F3cgAZDoEcqqJuY9oDVFGkBVCourYD6w,2017,33,10,0.002507716,1,1,2,8.00E+07,princetonCerber
13f3EoxKXVCFe3VH1mRFL9eHJSbwiVQNwM,2016,212,144,0.026822494,3520,0,2,96400000,princetonCerber
13F3LcKCVW17DbbbsBEh434iLDZSbdQwg6,2016,364,6,0.03125,1,0,2,5.60E+07,princetonCerber
13f534oiahX5BAjtYzpvpr1NnrsjjV4onx,2016,246,0,0.5,1,0,2,1.00E+08,princetonCerber
13F6bdj8nRg7xVzpN2e67iG65VQbVw5G5M,2013,312,142,0.041569561,2403,0,1,1.00E+08,montrealCryptoLocker
13F9LmkKNsQscdN3Tx5enovZXbP5sH2LpX,2015,249,144,0.000242351,347,0,1,310550000,paduaCryptoWall
13F9LmkKNsQscdN3Tx5enovZXbP5sH2LpX,2015,247,144,0.05368379,1878,0,1,3.18E+08,paduaCryptoWall
13F9LmkKNsQscdN3Tx5enovZXbP5sH2LpX,2015,248,144,0.175788088,959,0,1,3.18E+08,paduaCryptoWall
13F9LmkKNsQscdN3Tx5enovZXbP5sH2LpX,2015,194,2,0.1875,3,0,1,2.59E+08,paduaCryptoWall
13F9LmkKNsQscdN3Tx5enovZXbP5sH2LpX,2015,261,38,0.0275,4,0,1,3.08E+08,paduaCryptoWall
13F9LmkKNsQscdN3Tx5enovZXbP5sH2LpX,2015,260,144,0.008879355,3428,0,1,3.04E+08,paduaCryptoWall
13F9LmkKNsQscdN3Tx5enovZXbP5sH2LpX,2015,180,134,3.56E-06,115,0,1,2.92E+08,paduaCryptoWall
13fbQ3WeYtTwFYcQuvmYaZmMH4Sn7iFmUo,2016,289,2,2,2,0,1,299979000,princetonLocky
13FE8Mm4eSrDT6VnqVtwj6JitLJk7szqJK,2016,123,4,0.25,1,0,2,7.50E+07,princetonCerber
13ff5Vv4eHsaTzViFwEiwWoJXN6Wa3a6fH,2013,328,144,0.052446682,722,0,1,4.00E+08,montrealCryptoLocker
13fG7xG9XMJW3qbUZ1273f65yquULmYqN5,2017,202,6,0.0625,1,0,2,4.00E+07,princetonCerber
13FgkrHAJ773tDjaK1xbruaRHMnA3qUWct,2016,127,144,0.052210524,1094,0,2,1.50E+08,princetonLocky
13FkcSMpkZSmL6o5w7996fhS1Hf75R8UqQ,2016,365,120,0.015625,1,0,2,7.00E+07,princetonCerber
13fndVVKUVqjW3H2JFzKKZN8JhvLk7cQjZ,2017,100,0,1,1,0,2,1.00E+08,princetonCerber
13fof7dGTJJZvwmE2EJG6Na3wK4AMnCEVi,2016,354,2,0.183333333,2,0,2,8.00E+07,princetonCerber
13FpGQNkCBuenSGJshriJ9aXJuZHZgVyig,2016,57,2,0.5,2,0,1,399999740,princetonLocky
13FpkWv22bG74xUEMtBPaVYzy89ojLz8Hk,2016,288,18,0.0625,1,0,2,78850000,princetonCerber
13fq2c1GiBw3FLCQk33CnCzUavWzimV1Wp,2016,317,144,0.527988086,4023,0,2,8.00E+07,princetonCerber
13fQQSCoaXJcMzE2ARmGVeqoMPnh73M56p,2016,204,4,0.571428571,2,0,1,2.50E+08,princetonLocky
13fR4CV43Nv8rji4z971u87EY9rWvWnVqk,2016,204,34,0.001957465,2,0,2,1.52E+08,princetonCerber
13FS9QZKXVpSpeyPqKuW8SsDitkXZJUhv1,2017,44,0,0.5,1,0,2,4.00E+08,princetonCerber
13fTg2mevSg64miyhwa7oeGEtaqrwp1vZi,2016,77,2,0.25,1,0,2,5.00E+07,princetonLocky
13FtkEqT6vjeciFoDiCN7HBNZ2wmvECtNU,2014,120,6,1,1,0,1,5.00E+07,paduaCryptoWall
13FtkEqT6vjeciFoDiCN7HBNZ2wmvECtNU,2014,106,0,1,1,0,2,101050834,paduaCryptoWall
13FtkEqT6vjeciFoDiCN7HBNZ2wmvECtNU,2014,105,14,0.566964286,5,0,1,451571665,paduaCryptoWall
13FtkEqT6vjeciFoDiCN7HBNZ2wmvECtNU,2014,140,144,1.440306495,819,0,2,302917613,paduaCryptoWall
13FtkEqT6vjeciFoDiCN7HBNZ2wmvECtNU,2014,79,0,1,1,0,1,35731000,paduaCryptoWall
13FTroVcnepM6VKVQvrK7RfMqPnqYYn292,2016,91,8,0.125,1,0,1,1.00E+08,princetonLocky
13fUcRictbUDVfHqLrUBMssnnZyYr8bKGi,2016,103,22,0.000488281,1,0,1,5.00E+07,princetonLocky
13fUK6LJucNUfFnaRpF7uwGVVRfGmEaTg7,2016,76,6,0.125,1,0,2,5.00E+07,princetonLocky
13FvDta5YyWybjLqSCLpRQWe35FPxozMgt,2016,70,0,0.5,1,0,1,3.00E+08,princetonLocky
13fW2frbJm1x13Jozsng77iaWx4cAvSBxz,2016,182,144,0.021231422,5123,0,2,48430000,princetonCerber
13FwiMEgjELrDQyesuhemkWVd28j9BAGAF,2016,228,144,0.025660993,2585,0,2,1.00E+08,princetonCerber
13fzBWZwewW85BgokKuvzofzcKdcT35ozt,2016,207,8,0.03125,1,0,1,396550686,princetonLocky
13G1CcETSi4NMAuNPZYXo8SNTX1Fbeh2So,2016,155,4,0.5,1,0,2,61070000,princetonCerber
13G1TD7chf6Lz5rT6bYUDkzzxCDYqauchs,2016,247,0,1,1,0,2,2.00E+08,princetonCerber
13g5if6CTW7SupuJzZAk7tVRhYZFHo9bHo,2016,287,2,0.25,1,0,2,1.00E+08,princetonCerber
13G7piifZeKPFKtSwVF9LDjShP5rDrK88Y,2017,45,2,1,1,0,2,9.90E+07,princetonCerber
13g8zKXC2KJWVgMsoorusxNVq6jcqhF3Yu,2016,309,0,1,1,0,2,201115000,princetonCerber
13G9L7VicDBN4NcZtNqLq7WQ2yQLaV84s7,2016,79,6,0.012345679,1,0,1,5.00E+07,princetonLocky
13GadyosstVMPDMnr7pwHydPjYBQdSpy64,2013,323,30,1.001373614,4,1,4,7.56E+09,montrealCryptoLocker
13GadyosstVMPDMnr7pwHydPjYBQdSpy64,2013,316,0,0.5,1,0,2,2.05E+10,montrealCryptoLocker
13gajygotE3pt1kraJ4Qqis7Q9eRYxWeNB,2016,242,0,0.5,1,0,1,2.00E+08,princetonLocky
13gD768HPBccnkRS58qgHCqqqzkEEuFTWV,2016,131,10,0.3125,2,0,1,1.50E+08,princetonLocky
13gdHeQcQSJiiYqzjQu5har3uAtsYACy1L,2016,363,0,0.5,1,0,2,7.00E+07,princetonCerber
13gfcLSixcPFKio1UYfYUNj3g2ackjb7Nd,2016,107,0,0.5,1,0,2,1.25E+08,princetonCerber
13gg6upXNMoJ4qN4NFUxunT8HuRkt8yPBm,2016,141,14,0.0625,1,0,2,1.20E+08,montrealCryptXXX
13giyyuefAg3dFkQTDc5rcgXQ61Fdrc26n,2016,302,18,0.25,1,0,2,46960000,princetonCerber
13Gk7EaCV8ZNfrcnQMPH11zcx3QSosY2Vm,2013,332,4,0.166666667,1,0,1,3.00E+07,montrealCryptoLocker
13Gk7EaCV8ZNfrcnQMPH11zcx3QSosY2Vm,2014,52,30,4.59E-07,1,0,1,81427926,montrealCryptoLocker
13Gk7EaCV8ZNfrcnQMPH11zcx3QSosY2Vm,2013,326,10,0.193059201,4,1,3,100452533,montrealCryptoLocker
13Gk7EaCV8ZNfrcnQMPH11zcx3QSosY2Vm,2013,316,4,0.333333333,1,0,2,40325446,montrealCryptoLocker
13Gk7EaCV8ZNfrcnQMPH11zcx3QSosY2Vm,2014,24,144,0.018057847,1331,0,1,40934942,montrealCryptoLocker
13gkNqsN5k6wGsraCyjchYP3EyXnscWr9j,2016,219,4,0.066964286,2,0,2,3.00E+08,princetonCerber
13gMG7ChTVbE8o7yGiiKaVmhg6a9SpBTwC,2016,284,0,1,1,0,1,4.00E+08,princetonLocky
13GpXwNEaxvN6psufB5PgaqkYbzh3RdQG7,2016,249,144,0.159009823,4917,0,2,71540000,princetonCerber
13gqnyMfn4gSVqK4FgEA5EKpobuoYfSgZz,2016,75,0,1,1,0,2,699990000,princetonLocky
13gqqcPXSg4n5pgmn4P1kguLGe6uD3ZxnA,2016,270,144,0.151627726,4442,0,2,30100000,princetonCerber
13gRpzPF3NtRhdMiYZ4BLovWyJBkqBKH3i,2016,249,66,3.05E-05,1,0,2,76046097,princetonCerber
13GtVnzFsZAbAANQRjpgGzWN9aWfQ4Wvbt,2016,161,144,1.009239203,2502,0,4,2.40E+08,montrealCryptXXX
13gtZHXqUGzEFu2PngrUkoC4whcJADECDb,2016,207,144,0.015734454,2998,0,2,2.50E+08,princetonCerber
13GuMM1ubucviMbUPjZfqBzF4PkuBbz96U,2017,37,4,0.013888889,1,0,2,7.50E+07,princetonCerber
13gVm87cmN4wXqftNso2JExSfAhsvp3qAC,2017,24,0,1,1,0,2,65860000,princetonCerber
13Gwun8pbjk9nWUTe7cGL1qv5KZ9k2g5Er,2016,222,4,0.5,1,0,2,121550000,princetonCerber
13GxapD7ZT5DoKS6MDFRfVi4Yy8gmKzdGp,2017,55,10,0.003968254,1,0,2,8.00E+07,princetonCerber
13GyJdiYM3bba2YacKtL1QjkQjTRxuLcWj,2014,70,14,0.105263158,2,0,1,32835955,paduaCryptoWall
13h1rKQ3saYNM2wNZCqXVRav77jCmVwmZA,2016,267,2,1,1,0,2,1.00E+08,princetonCerber
13H3Q5p2jfwUVRxfGPsDZ1vYqxhgMsHhuu,2016,57,2,0.5,1,0,1,5.00E+07,princetonLocky
13H4PNbVtDageThfPg8eLh1RGpE9dsULpr,2017,59,144,1.30717127,4932,0,1,8.00E+07,princetonCerber
13h9NwmKugziE6ePDmMeXw1PGSmyiYorCT,2017,96,2,0.0625,1,0,2,7.50E+07,princetonCerber
13hbCgy6ecm4AABsrd1Mw9uEXmDYf1Bx1Q,2014,80,4,0.5,2,0,1,258406835,paduaCryptoWall
13hcKGNFMX3XD2cft5ASJgifnrJHrzAAJN,2014,91,6,0.00617284,1,0,2,43700000,paduaCryptoWall
13hcKGNFMX3XD2cft5ASJgifnrJHrzAAJN,2014,159,0,1,1,0,2,46500000,paduaCryptoWall
13HDefAfwzGp5ebCGK3F3htKVbtRPwJZnc,2014,66,2,0.5,1,0,1,49285662,paduaCryptoWall
13HDefAfwzGp5ebCGK3F3htKVbtRPwJZnc,2014,68,0,1,1,0,1,32439313,paduaCryptoWall
13hDHGhHkmQNDqo8YDEa1TWgnivkd9pvvZ,2016,221,2,0.04,1,0,1,2.50E+08,princetonLocky
13hEnjCrc1s2QzoUvdEzubbaTSs7viWAyf,2016,329,0,0.333333333,1,0,2,1.00E+08,princetonCerber
13HgoZUFePSCrEYd8F1ijvRYgezPDZ2k1y,2016,323,0,1,1,0,1,6.00E+08,montrealDMALockerv3
